rata,ente,descrizione,tipo_imposta,imposta,spesa
202411,INAIL,Premio produttivita,IRES,956.04,5635.95
202207,Regione Lazio,Straordinario,IVA,1110.09,5533.73
202210,Comune di Milano,Indennita di funzione,n.c.,521.23,3019.48
ago-2022,INAIL,Straordinario,INAIL,972.80,3266.76
202506,Agenzia delle Entrate,Buoni pasto,IVA,810.28,3354.4
202410,Agenzia delle Entrate,Straordinario,INAIL,244.25,803.05
2023-01,Regione Lazio,Straordinario,IVA,"1.328,50",7487.08
202409,INPS,Straordinario,INAIL,N.D.,3605.17
202401,Regione Lazio,Buoni pasto,INAIL,N.D.,6620.4
07/2025,Regione Lazio,Rimborso spese,n.c.,1094.59,2955.64
2025-06,Regione Lazio,Rimborso spese,IVA,404.97,980.43
2025-06,INPS,Indennita di funzione,INAIL,674.26,1768.27
202206,INAIL,Straordinario,INPS,610.96,2515.82
202506,Comune di Roma,Rimborso spese,IRES,101.94,548.25
202305,Agenzia delle Entrate,Indennita di funzione,ADD_REG,645.29,3869.88
202306,Ministero dell'Economia,Stipendio base,IRES,551.08,2474.75
07/24,Regione Lazio,Straordinario,ADD_COM,55.69,230.25
10/25,INAIL,Rimborso spese,INAIL,1278.33,6580.24
202300,Agenzia delle Entrate,Rimborso spese,IRAP,258.62,583.18
202508,Comune di Roma,Indennita di funzione,IRES,776.38,4066.36
202211,Regione Lazio,Rimborso spese,add_com,N.D.,5978.71
202212,Comune di Roma,Indennita di funzione,INPS,926.50,3815.48
202202,Comune di Milano,Rimborso spese,ADD_REG,295.56,618.3
202509,Ministero della Salute,Buoni pasto,ADD_REG,946.41,2658.26
202303,Regione Lazio,Indennita di funzione,IRPEF,1148.52,3995.53
202399,Ministero della Salute,Straordinario,INAIL,1289.41,
2024-10,Comune di Milano,Premio produttivita,IRAP,512.05,2331.85
202301,INAIL,Trattenuta sindacale,ADD_COM,99.19,400.76
202411,INPS,Rimborso spese,IRES,931.52,3682.96
202210,Comune di Milano,Rimborso spese,IRPEF,377.36,1932.05
12/2022,INAIL,Stipendio base,n.c.,"1.182,30",3895.11
09/2025,Ministero dell'Economia,Anticipo TFR,INPS,1035.83,2463.31
202311,INAIL,Straordinario,INPS,1171.12,5513.84
Rata 2022,Comune di Roma,Premio produttivita,IRAP,1452.92,4817.98
202311,INPS,Trattenuta sindacale,n.c.,897.59,2964.18
202302,INAIL,Buoni pasto,Add_Com,1361.25,5198.42
202304,Regione Lazio,Straordinario,ADD_REG,980.75,2913.75
02/2023,Regione Lazio,Premio produttivita,ADD_COM,313.53,1782.99
05/2024,N/A,Stipendio base,IRAP,1209.00,6513.95
202209,Ministero della Salute,Anticipo TFR,ADD_REG,1055.86,6297.52
202304,Ministero della Salute,Indennita di funzione,IVA,1468.01,8599.89
202310,Comune di Roma,Anticipo TFR,ADD_COM,402.98,1312.84
202408,Comune di Milano,Stipendio base,ADD_REG,533.03,1877.54
202508,Agenzia delle Entrate,Stipendio base,IRES,1241.16,5948.92
2025-12,Comune di Roma,Stipendio base,ADD_COM,"€ 141,19",
202306,Regione Lazio,Buoni pasto,INPS,968.14,5785.17
mar-2024,Ministero dell'Economia,Straordinario,ADD_REG,826.44,1688.72
jun-2022,Ministero dell'Economia,Buoni pasto,INPS,294.79,1216.29
202413,INAIL,Premio produttivita,IRES,"€ 289,43",1353.03
202208,INPS,Stipendio base,ADD_COM,1224.79,6928.13
202204,INPS,Buoni pasto,IRPEF,72.40,331.34
202403,Comune di Roma,Rimborso spese,ADD_REG,1132.92,4971.11
202203,Regione Lazio,Trattenuta sindacale,IRES,1112.37,3561.18
202303,Agenzia delle Entrate,Anticipo TFR,ADD_REG,"992,04",4328.95
202203,Comune di Roma,Rimborso spese,IVA,643.80,3218.23
202409,Agenzia delle Entrate,Stipendio base,IRES,91.06,369.92
2025-01,Agenzia delle Entrate,Buoni pasto,Ires,N.D.,6206.64
202408,Comune di Milano,Trattenuta sindacale,Irap,232.28,529.24
202512,Comune di Milano,Indennita di funzione,ADD_COM,"€ 457,14",1527.54
202310,Comune di Roma,Anticipo TFR,ADD_REG,1422.84,8308.33
202205,INPS,Indennita di funzione,INAIL,-487.70,1606.38
Rata 2022,INAIL,Stipendio base,INAIL,419.95,1884.49
2022-11,INAIL,Indennita di funzione,n.c.,1461.39,5961.8
202201,INPS,Premio produttivita,ADD_COM,"174,60",1003.34
202309,Comune di Roma,Buoni pasto,IRAP,283.00,750.26
202209,INPS,Premio produttivita,ADD_COM,685.56,2192.11
202403,Ministero della Salute,Trattenuta sindacale,IVA,1192.13,6496.52
2022-09,INAIL,Stipendio base,IRAP,1332.32,6215.02
202403,Comune di Roma,Trattenuta sindacale,IVA,1145.67,4779.96
202303,Comune di Milano,Indennita di funzione,INAIL,1465.45,5245.73
feb-2024,Ministero dell'Economia,Buoni pasto,Inail,74.43,271.32
202412,,Straordinario,ADD_REG,"948,28",5442.83
202504,,Anticipo TFR,IRPEF,-218.70,1024.46
Rata 2023,Regione Lazio,Trattenuta sindacale,IRES,1370.03,7831.63
202311,Ministero dell'Economia,Straordinario,ADD_REG,1406.20,8280.75
2024-10,INPS,Anticipo TFR,n.c.,489.39,2049.58
02/24,N.D.,Buoni pasto,Ires,1250.18,5550.24
202304,INAIL,Indennita di funzione,ADD_COM,963.90,4458.48
09/23,Comune di Roma,Trattenuta sindacale,IRAP,195.71,1048.36
202312,Comune di Milano,Straordinario,ADD_COM,924.01,4283.98
2023-10,Ministero della Salute,Rimborso spese,ADD_COM,1465.28,
202306,INPS,Buoni pasto,INAIL,"496,74",2866.05
202503,Agenzia delle Entrate,Rimborso spese,IRES,"51,65",239.85
202412,Ministero dell'Economia,Anticipo TFR,ADD_REG,1466.35,8035.11
202204,,Rimborso spese,IRPEF,"650,28",2405.35
202505,Regione Lazio,Straordinario x,IRAP,674.85,2631.15
202412,INPS,Indennita di funzione,INAIL,"€ 1.083,29",5151.5
202207,Ministero dell'Economia,Buoni pasto,IRPEF,"926,36",4729.64
202499,Ministero della Salute,Trattenuta sindacale,IVA,487.88,1128.87
202401,Regione Lazio,Straordinario,add_reg,194.97,707.62
202506,Ministero dell'Economia,Premio produttivita,n.c.,1249.68,6347.66
202312,Comune di Roma,Anticipo TFR,IRAP,750.90,4482.08
202406,Ministero dell'Economia,Trattenuta sindacale,Irpef,1025.09,2097.92
gen-2023,Comune di Milano,Rimborso spese,INAIL,"€ 1.297,73",3970.06
202304,Agenzia delle Entrate,Anticipo TFR,IRPEF,75.70,292.16
202410,Comune di Milano,Stipendio base,IRAP,"€ 1.296,11",
202510,Comune di Roma,Straordinario,INPS,1140.10,2402.98
gen-2025,Comune di Milano,Rimborso spese x,IRES,1422.89,5916.62
202510,Regione Lazio,Trattenuta sindacale,IRES,388.71,1787.13
202407,Ministero della Salute,Premio produttivita,add_reg,517.51,1896.29
202405,  ,Trattenuta sindacale,ADD_REG,1009.14,3511.32
202309,Ministero della Salute,Stipendio base,IRPEF,1392.40,8274.26
202511,INAIL,Trattenuta sindacale,ADD_REG,1489.37,
202311,Agenzia delle Entrate,Trattenuta sindacale,Iva,654.27,3397.15
2023-03,Ministero della Salute,Premio produttivita,n.c.,831.88,2619.34
202509,Comune di Roma,Indennita di funzione,ADD_COM,297.30,1581.86
202401,Comune di Milano,Indennita di funzione,IRAP,1056.26,5592.68
202307,Ministero della Salute,Indennita di funzione,n.c.,1264.19,3882.09
202507,INPS,Buoni pasto,IRES,1208.04,5585.28
202505,INAIL,Anticipo TFR,ADD_COM,"551,47",2607.38
12/2023,Ministero della Salute,Buoni pasto,IRAP,1446.73,5454.84
202411,Ministero dell'Economia,Premio produttivita,INPS,-224.50,1143.85
jun-2023,Comune di Roma,Premio produttivita,IRES,766.26,2473.14
202403,Regione Lazio,Buoni pasto,ADD_COM,854.17,3362.94
03/24,INPS,Buoni pasto,ADD_REG,"827,95",4935.08
202411,Comune di Roma,Indennita di funzione,INPS,1148.94,3119.03
202507,Comune di Roma,Anticipo TFR,IRAP,933.93,2419.93
09/23,Ministero della Salute,Premio produttivita,INAIL,161.84,415.73
202510,n.a.,Premio produttivita,IVA,"€ 310,78",1862.33
10/2023,Ministero dell'Economia,Anticipo TFR,ADD_COM,821.75,2169.13
202302,Comune di Milano,Straordinario,INAIL,1057.09,
02/2023,Regione Lazio,Indennita di funzione,IRPEF,795.55,3802.05
202505,  ,Premio produttivita,ADD_REG,-565.49,2848.93
202405,Ministero della Salute,Trattenuta sindacale,IRES,124.15,510.04
gen-2022,INAIL,Anticipo TFR,IRAP,1189.53,7054.72
Rata 2022,INAIL,Rimborso spese,IVA,770.93,1661.84
202405,Agenzia delle Entrate,Straordinario,IRES,"831,24",3726.68
202503,Regione Lazio,Straordinario,add_com,"729,99",3230.85
202303,Regione Lazio,Buoni pasto,ADD_COM,"€ 434,75",
Rata 2024,Comune di Roma,Trattenuta sindacale,IRES,450.74,2523.14
202503,Ministero della Salute,Straordinario,IRAP,142.08,598.37
202407,Comune di Milano,Indennita di funzione,IRAP,1076.02,3212.31
202505,Agenzia delle Entrate,Rimborso spese,INAIL,444.22,1045.44
202406,Agenzia delle Entrate,Stipendio base,INPS,"482,91",
202413,Agenzia delle Entrate,Stipendio base,INAIL,1490.58,8331.32
202509,Regione Lazio,Stipendio base,IRPEF,609.43,1829.04
202411,Ministero dell'Economia,Rimborso spese,INPS,790.51,4449.01
2022-07,Agenzia delle Entrate,Stipendio base,IRES,610.39,1514.06
202308,INAIL,Trattenuta sindacale,IRES,"€ 470,78",2794.43
202209,Agenzia delle Entrate,Stipendio base,ADD_REG,58.48,311.9
202409,Regione Lazio,Buoni pasto,IRES,1289.59,3178.73
202202,Ministero della Salute,Stipendio base,IRPEF,736.07,
202412,INPS,Stipendio base,IVA,1093.84,5703.01
202302,Comune di Milano,Trattenuta sindacale,INAIL,1440.05,3329.78
202205,Comune di Roma,Rimborso spese,INPS,"€ 54,11",164.97
08/25,Comune di Milano,Stipendio base,IRES,1028.81,5354.96
202405,Ministero dell'Economia,Trattenuta sindacale,ADD_REG,222.03,1250.1
202203,INAIL,Premio produttivita,IVA,714.05,3620.67
202512,Agenzia delle Entrate,Rimborso spese,INAIL,"1.277,83",7104.19
202501,N/A,Premio produttivita,IRES,153.67,651.49
2024-03,INPS,Straordinario,ADD_COM,1484.94,7600.58
202212,Ministero dell'Economia,Anticipo TFR,IRAP,892.21,3012.77
202509,Comune di Milano,Indennita di funzione,ADD_COM,622.74,
202402,Agenzia delle Entrate,Buoni pasto,IVA,78.29,369.45
202310,Ministero dell'Economia,Trattenuta sindacale,INAIL,900.89,3873.21
202212,Agenzia delle Entrate,Stipendio base,INPS,767.59,4581.9
202402,INPS,Anticipo TFR,IRPEF,"€ 362,21",1405.06
202505,Regione Lazio,Rimborso spese,IRPEF,761.15,3407.66
202206,Ministero della Salute,Indennita di funzione,IVA,68.54,276.88
mag-2022,Agenzia delle Entrate,Stipendio base,IRES,1499.24,4560.76
202303,Comune di Roma,Rimborso spese,INPS,531.57,1765.59
202403,Agenzia delle Entrate,Buoni pasto,IRES,746.32,4414.59
202303,Agenzia delle Entrate,Stipendio base,INPS,1187.93,4239.06
202305,Ministero dell'Economia,Anticipo TFR,IRES,1083.53,5111.69
06/25,Ministero dell'Economia,Rimborso spese,IRES,-1338.41,5712.85
202203,Ministero dell'Economia,Trattenuta sindacale,IRAP,1414.92,7865.85
202204,Ministero dell'Economia,Indennita di funzione x,INPS,324.31,
202203,  ,Straordinario,n.c.,616.08,1430.91
2024-10,Ministero dell'Economia,Trattenuta sindacale,IRAP,1045.88,3578.76
03/2025,INAIL,Stipendio base x,IRAP,N.D.,558.89
202311,INAIL,Straordinario,Irap,1089.57,2882.38
2022-07,Ministero della Salute,Indennita di funzione,IVA,57.08,229.11
202310,Comune di Roma,Stipendio base,ADD_REG,1375.43,4499.14
Rata 2025,Agenzia delle Entrate,Indennita di funzione,INPS,1091.35,
202204,Agenzia delle Entrate,Straordinario,IVA,869.97,5209.89
08/25,Regione Lazio,Trattenuta sindacale,INAIL,"671,91",3841.62
202404,INAIL,Straordinario,INPS,1482.64,7398.53
202302,Agenzia delle Entrate,Rimborso spese,ADD_COM,1117.94,3134.82
202304,Agenzia delle Entrate,Buoni pasto,inps,"1.220,57",7267.4
202304,Regione Lazio,Indennita di funzione,IRES,1246.81,5639.53
02/23,Regione Lazio,Anticipo TFR,inps,81.72,59445.02
202401,Comune di Roma,Rimborso spese,ADD_REG,129.29,280.6
202413,Regione Lazio,Trattenuta sindacale,n.c.,337.63,
2022-07,INAIL,Stipendio base,IRES,1000.07,4709.32
202205,Comune di Milano,Anticipo TFR,INPS,"€ 954,73",5373.91
mar-2023,Ministero della Salute,Rimborso spese x,ADD_COM,521.49,1409.65
Rata 2025,Regione Lazio,Trattenuta sindacale,IRAP,1460.85,4774.63
05/2022,INPS,Indennita di funzione,INPS,185.00,805.25
Rata 2022,  ,Stipendio base,INAIL,1176.24,7055.85
2024-08,Regione Lazio,Straordinario,INAIL,"€ 747,27",3884.8
05/2023,INPS,Indennita di funzione x,IRES,657.31,3742.89
202204,Comune di Roma,Indennita di funzione,IVA,"€ 87,07",409.23
202299,Comune di Milano,Trattenuta sindacale,ADD_COM,1105.31,6089.69
feb-2024,Comune di Milano,Stipendio base,ADD_COM,1168.78,4708.06
202402,Comune di Roma,Straordinario,ADD_REG,512.49,1279.5
202410,Agenzia delle Entrate,Premio produttivita,n.c.,799.60,3868.65
jan-2023,  ,Premio produttivita,IVA,929.34,4094.58
202499,non disponibile,Stipendio base,IRPEF,"583,09",2298.19
202510,Ministero della Salute,Rimborso spese,IRAP,942.59,2921.99
202302,INPS,Anticipo TFR,ADD_REG,"679,48",3490.36
2023-03,INPS,Buoni pasto,IVA,1323.20,6988.67
202205,INAIL,Trattenuta sindacale,IRES,1091.84,3774.21
202412,Comune di Roma,Trattenuta sindacale,INAIL,210.22,1200.58
202208,Agenzia delle Entrate,Indennita di funzione,add_reg,"€ 1.209,42",4207.53
202211,Agenzia delle Entrate,Trattenuta sindacale x,INAIL,539.38,1310.83
mar-2024,INPS,Anticipo TFR,ADD_REG,1406.57,3750.08
202211,non disponibile,Buoni pasto,INAIL,924.89,3679.27
202501,INAIL,Trattenuta sindacale,INAIL,"€ 89,99",208.73
03/2023,Comune di Milano,Stipendio base,ADD_COM,"1.114,83",5433.29
202307,Ministero dell'Economia,Anticipo TFR,IRAP,239.56,1241.01
202400,Ministero della Salute,Indennita di funzione,n.c.,"1.322,04",5549.76
202411,INAIL,Rimborso spese x,INPS,1425.08,7942.53
202311,INPS,Straordinario,INAIL,1058.12,6155.24
Rata 2025,Ministero dell'Economia,Straordinario x,IVA,"€ 822,67",3118.19
jun-2025,Comune di Roma,Indennita di funzione,IVA,922.99,2175.03
feb-2022,Ministero della Salute,Trattenuta sindacale,ires,671.84,1965.17
202408,Comune di Roma,Rimborso spese,Inail,-171.20,792.74
2023-07,Agenzia delle Entrate,Trattenuta sindacale,IRPEF,1396.82,5060.87
202510,Regione Lazio,Stipendio base,IVA,"€ 527,32",2499.52
202308,Comune di Milano,Straordinario,IVA,503.63,2350.41
202302,Comune di Milano,Indennita di funzione,ADD_REG,327.42,1447.68
202402,Agenzia delle Entrate,Trattenuta sindacale,IVA,1488.99,3918.02
202510,  ,Anticipo TFR,IRPEF,1416.72,4453.69
202202,Ministero dell'Economia,Anticipo TFR,n.c.,556.68,1954.75
202412,Ministero della Salute,Anticipo TFR,IRES,N.D.,2262.16
02/2023,Comune di Roma,Stipendio base,IVA,1217.79,5758.8
202409,Comune di Milano,Trattenuta sindacale,IRAP,662.78,3035.36
202412,INAIL,Stipendio base,IRES,1453.29,6813.82
2025-06,INAIL,Trattenuta sindacale,ADD_COM,"1.356,76",5444.42
202501,Agenzia delle Entrate,Buoni pasto,n.c.,1151.20,2484.9
202411,Ministero dell'Economia,Premio produttivita,INPS,180.39,505.9
202403,Ministero dell'Economia,Straordinario,ADD_REG,1068.09,2735.6
202507,Comune di Milano,Stipendio base,n.c.,1481.52,3342.29
202212,Regione Lazio,Trattenuta sindacale,ADD_COM,"€ 591,27",1938.13
09/23,Agenzia delle Entrate,Trattenuta sindacale,IVA,1328.28,6841.87
202501,Ministero della Salute,Buoni pasto,ADD_COM,641.81,1579.19
202210,INAIL,Stipendio base,IVA,"1.458,42",
202502,Comune di Milano,Buoni pasto,IRPEF,997.71,2491.34
Rata 2024,Regione Lazio,Trattenuta sindacale,ADD_REG,189.93,
202308,sconosciuto,Rimborso spese,ADD_REG,744.62,2091.51
2023-04,,Anticipo TFR,ADD_COM,122.11,251.04
202306,Regione Lazio,Indennita di funzione,IRPEF,"€ 622,86",1934.61
202502,Ministero della Salute,Premio produttivita,add_reg,"€ 1.377,30",8243.39
12/25,Comune di Roma,Indennita di funzione,IRAP,386.69,1293.84
202503,Comune di Roma,Anticipo TFR,ADD_REG,1428.32,
giu-2024,non disponibile,Trattenuta sindacale,ADD_COM,"€ 194,89",776.22
07/2022,INAIL,Rimborso spese,IRES,1013.98,2958.26
202509,INPS,Premio produttivita,IRAP,1450.24,6146.96
202207,INAIL,Buoni pasto,IRAP,998.52,3597.29
202213,Comune di Roma,Trattenuta sindacale,IRAP,1353.56,7562.83
202207,Regione Lazio,Premio produttivita,INPS,1486.99,8493.21
2025-11,Comune di Milano,Trattenuta sindacale x,IVA,980.67,4758.45
2023-05,N.D.,Rimborso spese,INAIL,1184.28,3390.33
202210,Regione Lazio,Buoni pasto x,INAIL,96.38,375.46
202210,Comune di Milano,Trattenuta sindacale,IRES,"€ 669,60",2157.25
202312,INPS,Stipendio base,IRPEF,"€ 467,98",2430.27
Rata 2024,Ministero dell'Economia,Straordinario,INAIL,1245.07,2635.44
202510,Ministero della Salute,Anticipo TFR,IRES,N.D.,4801.04
202403,INAIL,Buoni pasto,IRES,940.90,3098.3
202410,INAIL,Rimborso spese,n.c.,1400.76,5496.61
202509,INPS,Straordinario,IRAP,178.86,588.8
202504,Comune di Roma,Rimborso spese,IRES,1433.07,4957.22
202309,Comune di Milano,Trattenuta sindacale,IRAP,196.11,921.22
202504,Ministero dell'Economia,Indennita di funzione,n.c.,"€ 553,18",2424.02
202407,Comune di Roma,Indennita di funzione,ADD_REG,963.90,2868.91
10/25,Agenzia delle Entrate,Trattenuta sindacale,ADD_COM,545.14,1185.43
202203,Comune di Roma,Buoni pasto,INAIL,1039.68,5639.32
202205,Comune di Milano,Straordinario,ADD_COM,1174.36,4661.3
202510,Ministero dell'Economia,Indennita di funzione,INPS,1251.33,5599.6
202406,Comune di Milano,Straordinario,IVA,310.05,1225.94
12/23,Agenzia delle Entrate,Straordinario,ADD_REG,314.01,1405.43
may-2025,Regione Lazio,Rimborso spese,IRAP,125.86,567.36
202209,Regione Lazio,Trattenuta sindacale,ADD_REG,761.74,1569.31
2024-10,INAIL,Trattenuta sindacale,ADD_COM,"€ 249,42",1030.86
202212,Ministero della Salute,Indennita di funzione,IVA,511.97,2052.2
202202,Comune di Roma,Buoni pasto,INAIL,1268.63,
202512,Regione Lazio,Anticipo TFR,n.c.,1425.56,7104.32
2025-05,n.a.,Rimborso spese,ADD_REG,1242.01,
202205,INAIL,Trattenuta sindacale,IRES,50.94,112.99
202205,Ministero dell'Economia,Straordinario,ADD_COM,873.64,4553.97
202408,Ministero dell'Economia,Straordinario,INPS,291.66,
202208,Comune di Roma,Stipendio base,IRPEF,594.83,1762.35
202406,Comune di Milano,Stipendio base,IRPEF,670.48,3184.9
01/23,INAIL,Premio produttivita,INAIL,1417.26,2862.59
giu-2025,Comune di Milano,Premio produttivita,IVA,968.92,4732.79
202203,n.a.,Anticipo TFR,irpef,"€ 438,10",1690.75
2022-02,Ministero della Salute,Rimborso spese,INPS,982.05,5077.13
202408,Comune di Milano,Anticipo TFR,INPS,1430.20,5108.87
202205,Regione Lazio,Trattenuta sindacale,IRPEF,135.78,462.24
202408,Regione Lazio,Straordinario,IRAP,N.D.,6613.72
202311,Regione Lazio,Indennita di funzione,IVA,364.50,785.35
202402,Comune di Milano,Indennita di funzione,ADD_REG,"272,01",747.66
2022-04,Ministero della Salute,Rimborso spese,INAIL,1353.36,557084.0
202507,Ministero della Salute,Stipendio base,IRPEF,"52,68",231.02
202410,Ministero della Salute,Anticipo TFR,INPS,1124.57,2272.14
08/2022,Regione Lazio,Premio produttivita,ADD_COM,176.48,758.97
202305,INPS,Trattenuta sindacale,IRPEF,946.09,3324.53
202208,INAIL,Rimborso spese,ADD_COM,950.30,4295.36
202312,Comune di Roma,Indennita di funzione,IRPEF,1301.03,7322.06
202306,N.D.,Trattenuta sindacale,INPS,1242.78,4677.19
11/2022,Agenzia delle Entrate,Stipendio base,IRAP,1043.49,4401.77
10/2024,Ministero dell'Economia,Stipendio base,INAIL,601.79,2317.59
04/2024,Agenzia delle Entrate,Stipendio base,ADD_REG,-291.29,720.68
jun-2022,Comune di Milano,Premio produttivita,ADD_REG,"€ 971,74",5026.28
202210,INPS,Rimborso spese,ADD_REG,770.61,4269.78
03/23,Agenzia delle Entrate,Anticipo TFR,ADD_REG,163.02,855.18
ago-2024,Agenzia delle Entrate,Anticipo TFR,IRAP,1435.56,8312.45
2023-03,Comune di Milano,Anticipo TFR,IVA,N.D.,1958.94
202208,INPS,Anticipo TFR,INAIL,53.10,244.75
202213,Regione Lazio,Stipendio base,IRES,1357.45,3628.96
202508,Agenzia delle Entrate,Premio produttivita,INPS,886.72,5238.06
202312,Comune di Roma,Rimborso spese x,INPS,1112.94,4810.37
202410,Comune di Milano,Indennita di funzione,ADD_COM,271.37,826.77
202312,INPS,Indennita di funzione,IRPEF,636.68,3324.42
01/24,sconosciuto,Anticipo TFR,n.c.,985.34,4282.25
202306,Ministero dell'Economia,Anticipo TFR,IRPEF,413.90,2400.08
202203,Comune di Milano,Straordinario,INPS,1067.17,5421.13
202412,Comune di Milano,Stipendio base,INPS,388.74,2141.59
202309,Comune di Milano,Straordinario,INPS,353.24,1478.87
202399,  ,Stipendio base,IRES,66.86,272.07
202207,,Rimborso spese,IRAP,458.76,2307.24
Rata 2025,Comune di Roma,Trattenuta sindacale,IVA,"407,77",986.83
mag-2022,Comune di Milano,Stipendio base,IRPEF,1158.32,2566.98
202406,Ministero dell'Economia,Anticipo TFR,ADD_REG,876.08,5199.37
202501,Comune di Milano,Premio produttivita,IRPEF,307.85,1744.03
2024-06,Comune di Roma,Anticipo TFR,INAIL,873.78,5087.71
05/2024,Ministero dell'Economia,Anticipo TFR,IVA,-376.89,847.8
202510,Comune di Roma,Stipendio base,ADD_COM,666.98,2052.43
2022-11,Comune di Roma,Premio produttivita,INAIL,1337.90,7500.49
Rata 2025,sconosciuto,Premio produttivita,iva,1092.92,2577.02
202401,INPS,Premio produttivita,INAIL,994.10,3783.28
202300,Ministero dell'Economia,Straordinario,n.c.,458.15,1541.75
05/23,Regione Lazio,Trattenuta sindacale,IRES,230.64,118741.22
2024-05,Agenzia delle Entrate,Anticipo TFR,IVA,1141.78,4649.68
giu-2025,INPS,Stipendio base,ADD_REG,"€ 873,44",2761.38
Rata 2024,Regione Lazio,Rimborso spese,ADD_REG,"€ 953,00",3904.64
202201,Regione Lazio,Premio produttivita,IVA,1463.91,3586.26
202313,N.D.,Premio produttivita,IRAP,N.D.,2733.61
